line,price,from,to,trans,min,train+walk_min
JR東海道線,4.3,平塚,新橋,2,71,91
JR東海道線,4.5,大磯,新橋,2,79,99
JR東海道線,4.2,二宮,新橋,2,84,104
JR東海道線,4.4,国府津,新橋,2,88,108
JR東海道線,4.2,鴨宮,新橋,2,92,112
JR東海道線,5.2,小田原,新橋,2,53,73
JR東海道線,4.5,早川,新橋,2,108,128
JR東海道線,4.0,根府川,新橋,2,113,133
JR東海道線,5.2,真鶴,新橋,2,118,138
JR東海道線,5.2,湯河原,新橋,2,122,142
JR東金線,3.2,大網,新橋,2,87,107
JR東金線,2.9,福俵,新橋,2,94,114
JR東金線,3.0,東金,新橋,2,97,117
JR東金線,2.9,求名,新橋,2,108,128
JR東金線,2.4,成東,新橋,2,114,134
JR根岸線,5.5,大船,新橋,2,49,69
JR根岸線,5.0,本郷台,新橋,2,72,92
JR根岸線,4.5,港南台,新橋,2,69,89
JR根岸線,3.9,洋光台,新橋,2,67,87
JR根岸線,4.2,新杉田,新橋,2,63,83
JR根岸線,3.9,磯子,新橋,2,61,81
JR根岸線,4.0,根岸,新橋,2,58,78
JR根岸線,5.2,山手,新橋,2,55,75
JR根岸線,6.2,石川町,新橋,2,53,73
JR根岸線,6.7,関内,新橋,2,51,71
JR根岸線,6.8,桜木町,新橋,2,49,69
JR根岸線,6.8,横浜,新橋,2,32,52
JR横浜線,3.8,八王子,新橋,2,69,89
JR横浜線,4.0,片倉,新橋,2,74,94
JR横浜線,4.5,八王子みなみ野,新橋,2,75,95
JR横浜線,4.2,相原,新橋,2,71,91
JR横浜線,4.1,橋本,新橋,2,59,79
JR横浜線,3.6,相模原,新橋,2,60,80
JR横浜線,3.6,矢部,新橋,2,58,78
JR横浜線,3.6,淵野辺,新橋,2,56,76
JR横浜線,4.3,古淵,新橋,2,53,73
JR横浜線,4.6,町田,新橋,2,41,61
JR横浜線,6.3,成瀬,新橋,2,51,71
JR横浜線,5.5,長津田,新橋,2,41,61
JR横浜線,5.0,十日市場,新橋,2,48,68
JR横浜線,5.3,中山,新橋,2,45,65
JR横浜線,6.4,鴨居,新橋,2,42,62
JR横浜線,6.5,小机,新橋,2,39,59
JR横浜線,6.5,新横浜,新橋,1,28,48
JR横浜線,6.0,菊名,新橋,1,23,43
JR横浜線,5.1,大口,新橋,2,36,56
JR横浜線,6.1,東神奈川,新橋,2,43,63
JR横須賀線,9.3,東京,新橋,0,13,33
JR横須賀線,11.4,新橋,新橋,0,14,34
JR横須賀線,9.1,品川,新橋,1,21,41
JR横須賀線,7.7,西大井,新橋,0,14,34
JR横須賀線,6.3,武蔵小杉,新橋,1,17,37
JR横須賀線,6.0,新川崎,新橋,1,23,43
JR横須賀線,6.8,横浜,新橋,2,32,52
JR横須賀線,4.8,保土ケ谷,新橋,2,36,56
JR横須賀線,5.2,東戸塚,新橋,2,41,61
JR横須賀線,5.1,戸塚,新橋,2,44,64
JR横須賀線,5.5,大船,新橋,2,49,69
JR横須賀線,7.2,北鎌倉,新橋,2,55,75
JR横須賀線,7.4,鎌倉,新橋,2,59,79
JR横須賀線,7.3,逗子,新橋,2,64,84
JR横須賀線,3.4,東逗子,新橋,2,88,108
JR横須賀線,4.8,田浦,新橋,2,92,112
JR横須賀線,5.0,横須賀,新橋,2,101,121
JR横須賀線,2.6,衣笠,新橋,2,99,119
JR横須賀線,5.2,久里浜,新橋,2,87,107
JR武蔵野線,5.2,府中本町,新橋,2,51,71
JR武蔵野線,5.0,北府中,新橋,2,62,82
