line,from,to,trans,min
JR青梅線,小作,虎ノ門,1,95
JR青梅線,河辺,虎ノ門,1,98
JR青梅線,東青梅,虎ノ門,1,104
JR青梅線,青梅,虎ノ門,1,106
JR青梅線,宮ノ平,虎ノ門,3,98
JR青梅線,日向和田,虎ノ門,3,100
JR青梅線,石神前,虎ノ門,3,102
JR青梅線,二俣尾,虎ノ門,3,104
JR青梅線,軍畑,虎ノ門,2,117
JR青梅線,沢井,虎ノ門,2,120
JR青梅線,御嶽,虎ノ門,2,123
JR青梅線,川井,虎ノ門,2,132
JR青梅線,古里,虎ノ門,2,136
JR青梅線,鳩ノ巣,虎ノ門,2,139
JR青梅線,奥多摩,虎ノ門,3,133
JR高崎線,高崎,虎ノ門,1,80
JR高崎線,倉賀野,虎ノ門,1,131
JR高崎線,神保原,虎ノ門,1,120
JR高崎線,本庄,虎ノ門,1,116
JR高崎線,岡部,虎ノ門,1,110
